Student ID,Level,Program,Preferred Learning Method,Preferred Study Time,Preferred Language for Learning Materials,Challenging Subject Areas,Preferred Content Platforms,Topics of Interest,Future Goals,Challenges,Suggestions,Introduction to Computer Systems (CMIS 2113),Programming Fundamentals (CMIS 2123),Data Structures and Algorithms (CMIS 2214),Operating Systems (CMIS 3114),Database Systems (CMIS 3122),Object-Oriented Programming (CMIS 3134),Advanced Software Engineering (CMIS 4114),Artificial Intelligence (CMIS 4123),Network Security (CMIS 4134),Basic Electronics (ELTN 2112),Circuit Analysis (ELTN 2232),Microprocessor Systems (ELTN 3113),Digital Electronics (ELTN 3133),Embedded Systems Design (ELTN 4114),Power Electronics (ELTN 4213),Foundations of Industrial Management (IMGT 2112),Operations Management (IMGT 3112),Strategic Management (IMGT 4016),Linear Algebra (MATH 2114),Numerical Methods (MATH 3114),Optimization Techniques (MATH 4114),Introduction to Probability and Statistics (STAT 2112),Statistical Inference (STAT 3112),Time Series Analysis (STAT 4114)
212054,Level 3,B.Sc. (General) Degree,"Visual, Auditory",Evening,"Tamil, Sinhala",Electronics,Khan Academy,"Data Science, AI, Programming, Machine Learning",Software Engineer,Resources,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): C-,Database Systems (CMIS 3122): B,Object-Oriented Programming (CMIS 3134): C,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): E,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): B+,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): D,Time Series Analysis (STAT 4114): None
212190,Level 3,B.Sc. (Joint Major) Degree,Kinesthetic,Morning,Sinhala,"Electronics, Computer Sciences, Maths, Industrial Management","edX, Books, Khan Academy, Udemy, YouTube, Coursera","Programming, Data Science, Robotics",Teacher,Understanding Concepts,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): A+,Database Systems (CMIS 3122): E,Object-Oriented Programming (CMIS 3134): B,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): B,Digital Electronics (ELTN 3133): E,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): C,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): A,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212635,Level 3,B.Sc. (General) Degree,Visual,Morning,"English, Sinhala, Tamil","Industrial Management, Statistics, Maths","Books, Coursera, Khan Academy, Udemy","Machine Learning, Robotics, AI",Entrepreneur,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): B,Database Systems (CMIS 3122): C,Object-Oriented Programming (CMIS 3134): E,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A,Digital Electronics (ELTN 3133): A,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): A,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): E,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222755,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Kinesthetic, Visual, Auditory",Afternoon,"English, Tamil","Computer Sciences, Electronics",Books,"Machine Learning, Programming",Software Engineer,Motivation,More Practice,Introduction to Computer Systems (CMIS 2113): B,Programming Fundamentals (CMIS 2123): E,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): D,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): D,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): D,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): C-,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202140,Level 4,B.Sc. (Joint Major) Degree,Kinesthetic,Morning,Tamil,"Maths, Computer Sciences",YouTube,"Machine Learning, AI",Entrepreneur,Understanding Concepts,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): A,Power Electronics (ELTN 4213): A,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): B,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202514,Level 4,B.Sc. (Special) Degree,"Auditory, Reading/Writing, Visual",Afternoon,"Tamil, Sinhala, English",Maths,Coursera,"Programming, Robotics, Machine Learning, AI, Data Science",Teacher,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A,Artificial Intelligence (CMIS 4123): D,Network Security (CMIS 4134): A,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202120,Level 4,B.Sc. (Special) Degree,"Auditory, Visual, Kinesthetic, Reading/Writing",Afternoon,"English, Sinhala","Maths, Computer Sciences, Statistics, Industrial Management",Udemy,"Data Science, Programming, Robotics, AI, Machine Learning",Software Engineer,Resources,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222069,Level 2,B.Sc. (Special/Joint Major/General) Degree,Reading/Writing,Morning,"Tamil, Sinhala, English","Industrial Management, Electronics","Khan Academy, YouTube",Machine Learning,Teacher,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): D,Programming Fundamentals (CMIS 2123): B,Data Structures and Algorithms (CMIS 2214): B,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): B,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): E,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): D,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202167,Level 4,B.Sc. (General) Degree,"Kinesthetic, Visual, Auditory, Reading/Writing",Afternoon,English,"Maths, Industrial Management","Khan Academy, YouTube, edX","Machine Learning, Robotics, AI",Teacher,Understanding Concepts,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A+,Artificial Intelligence (CMIS 4123): A+,Network Security (CMIS 4134): D,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212860,Level 3,B.Sc. (Special) Degree,"Auditory, Visual, Reading/Writing",Afternoon,"Tamil, English, Sinhala",Computer Sciences,"Books, Udemy",Data Science,Data Scientist,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): C-,Object-Oriented Programming (CMIS 3134): A,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A,Digital Electronics (ELTN 3133): E,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): D,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): A+,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): C,Time Series Analysis (STAT 4114): None
202324,Level 4,B.Sc. (Joint Major) Degree,"Auditory, Kinesthetic, Reading/Writing, Visual",Morning,"Sinhala, Tamil, English",Electronics,"Coursera, YouTube, Books",Data Science,Researcher,Understanding Concepts,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A+,Artificial Intelligence (CMIS 4123): E,Network Security (CMIS 4134): D,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): A,Power Electronics (ELTN 4213): A,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202600,Level 4,B.Sc. (Special) Degree,Auditory,Morning,"Tamil, Sinhala, English","Industrial Management, Maths, Statistics, Electronics","Books, Udemy, Coursera, Khan Academy, edX","Data Science, Robotics",Data Scientist,Resources,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): C-,Artificial Intelligence (CMIS 4123): C,Network Security (CMIS 4134): C,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): C,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212166,Level 3,B.Sc. (Special) Degree,"Visual, Reading/Writing, Auditory",Evening,"Sinhala, Tamil","Statistics, Computer Sciences, Electronics","YouTube, Books, Khan Academy, Udemy, Coursera, edX",Data Science,Entrepreneur,Resources,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): D,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): A+,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): B,Digital Electronics (ELTN 3133): E,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): A,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): E,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): C,Time Series Analysis (STAT 4114): None
202606,Level 4,B.Sc. (General) Degree,"Visual, Kinesthetic, Auditory",Evening,"Sinhala, Tamil, English","Electronics, Maths","edX, YouTube, Coursera","AI, Machine Learning, Programming",Teacher,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A,Artificial Intelligence (CMIS 4123): C-,Network Security (CMIS 4134): B,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
